age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,previous,poutcome,y,previously_contacted,pdays_capped
36,management,single,tertiary,no,613,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
59,admin.,married,secondary,yes,-131,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
32,management,married,tertiary,no,1390,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,1010,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
58,retired,married,secondary,no,13,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
30,technician,single,secondary,no,-232,no,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
33,technician,married,secondary,no,277,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
44,management,married,secondary,no,597,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
47,admin.,married,secondary,no,1265,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
33,technician,married,secondary,no,83,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
34,management,married,tertiary,no,1048,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
35,management,married,secondary,no,616,no,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
40,technician,single,secondary,no,153,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
35,management,married,tertiary,no,175,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,1318,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
59,retired,married,secondary,no,-471,no,no,cellular,7,aug,6,0,no_prior_campaign,0,0,872
38,management,single,tertiary,no,470,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,170,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
57,self-employed,married,secondary,no,7747,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
30,technician,single,secondary,no,-127,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
56,management,married,tertiary,no,79,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
35,technician,married,tertiary,no,1654,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
33,technician,married,secondary,no,3107,no,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
42,management,single,tertiary,no,100,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
47,management,married,tertiary,no,4495,no,no,cellular,7,aug,8,0,no_prior_campaign,0,0,872
42,management,married,tertiary,no,441,no,no,cellular,7,aug,9,0,no_prior_campaign,0,0,872
30,self-employed,married,tertiary,no,694,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
32,housemaid,married,secondary,no,3469,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
55,management,married,tertiary,no,543,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
46,retired,married,secondary,no,23,yes,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
54,unknown,married,tertiary,no,10,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
38,technician,single,tertiary,no,369,no,no,cellular,7,aug,8,0,no_prior_campaign,0,0,872
58,technician,single,secondary,no,641,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
50,services,married,secondary,no,5569,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
35,technician,single,secondary,no,5059,no,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
46,management,married,tertiary,no,1514,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
47,management,married,tertiary,no,5999,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
51,blue-collar,married,primary,no,2315,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
32,management,married,tertiary,no,663,yes,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
60,housemaid,married,primary,no,2008,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
30,technician,married,tertiary,no,14355,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
50,technician,married,secondary,no,423,no,no,telephone,7,aug,4,0,no_prior_campaign,0,0,872
42,self-employed,married,tertiary,no,-1781,yes,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
31,technician,married,secondary,no,-556,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
45,technician,married,secondary,no,983,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
55,housemaid,married,tertiary,no,4235,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
46,housemaid,married,primary,no,1175,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
35,technician,single,secondary,no,176,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
53,blue-collar,married,primary,no,787,yes,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
32,technician,married,secondary,no,150,no,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
33,technician,married,tertiary,no,35,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
45,self-employed,married,primary,no,1288,no,no,cellular,7,aug,6,0,no_prior_campaign,0,0,872
56,blue-collar,married,secondary,no,317,no,no,cellular,7,aug,7,0,no_prior_campaign,0,0,872
45,technician,married,tertiary,no,970,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
32,technician,single,secondary,no,-23,no,yes,cellular,7,aug,5,0,no_prior_campaign,0,0,872
34,housemaid,married,secondary,no,1969,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
37,management,single,tertiary,no,200,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
40,technician,married,secondary,no,998,no,no,cellular,7,aug,7,0,no_prior_campaign,0,0,872
56,technician,married,secondary,no,1093,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
51,management,married,tertiary,no,15904,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
45,blue-collar,married,secondary,no,1583,yes,no,cellular,7,aug,7,0,no_prior_campaign,0,0,872
35,entrepreneur,married,tertiary,no,753,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
38,management,divorced,tertiary,no,112,yes,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,812,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
50,housemaid,married,primary,no,152,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
52,blue-collar,married,primary,no,1515,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
45,blue-collar,married,secondary,no,9680,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
30,management,married,tertiary,no,3330,no,no,cellular,7,aug,6,0,no_prior_campaign,0,0,872
51,blue-collar,married,primary,no,0,no,no,cellular,7,aug,6,0,no_prior_campaign,0,0,872
48,admin.,married,secondary,no,1403,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
39,management,married,tertiary,no,2666,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
45,entrepreneur,married,tertiary,no,169,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,4291,no,no,cellular,7,aug,9,0,no_prior_campaign,1,0,872
57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
50,blue-collar,married,secondary,no,1176,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
30,technician,single,secondary,yes,1,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
36,technician,married,secondary,no,0,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
49,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
50,blue-collar,married,unknown,no,123,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
56,self-employed,married,secondary,no,445,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
55,retired,married,primary,no,173,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
37,management,married,tertiary,no,489,yes,no,cellular,7,aug,5,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,577,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
60,blue-collar,married,primary,no,3462,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
32,management,married,tertiary,no,1966,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
48,technician,single,secondary,no,309,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
48,blue-collar,married,secondary,no,1791,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
53,self-employed,married,tertiary,no,20,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
45,entrepreneur,married,tertiary,no,770,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
53,management,married,tertiary,no,349,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
60,services,married,tertiary,no,6557,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
56,services,married,secondary,no,4719,yes,yes,cellular,7,aug,4,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,3915,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
33,management,single,tertiary,no,1308,no,no,cellular,7,aug,6,0,no_prior_campaign,0,0,872
37,technician,married,tertiary,no,5239,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
37,technician,divorced,secondary,no,5733,yes,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
53,blue-collar,married,primary,no,1388,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
40,technician,married,secondary,no,192,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
37,blue-collar,married,tertiary,no,359,no,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
36,technician,single,secondary,no,333,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
44,management,divorced,tertiary,no,71,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
44,technician,married,secondary,no,1371,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
34,management,married,tertiary,no,834,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
55,admin.,married,secondary,no,2430,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
51,management,married,tertiary,no,2125,no,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
47,services,married,primary,no,675,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
57,management,married,tertiary,no,320,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
31,technician,single,secondary,no,754,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
57,management,married,tertiary,no,4547,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
58,retired,married,secondary,no,225,no,no,cellular,7,aug,6,0,no_prior_campaign,0,0,872
35,management,married,tertiary,no,416,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
61,housemaid,married,tertiary,no,746,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
33,technician,single,secondary,no,1500,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
57,retired,married,secondary,no,4490,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
51,retired,married,secondary,no,0,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
46,technician,married,secondary,no,2098,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
35,technician,single,tertiary,no,632,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
30,management,married,tertiary,no,0,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
31,management,single,tertiary,no,53,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
31,technician,single,tertiary,no,319,no,yes,cellular,7,aug,1,0,no_prior_campaign,0,0,872
59,management,divorced,tertiary,no,1002,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
48,management,single,tertiary,no,399,no,yes,cellular,7,aug,1,0,no_prior_campaign,0,0,872
50,technician,married,secondary,no,3176,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
56,retired,married,secondary,no,255,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
55,blue-collar,married,primary,no,7303,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,3,0,no_prior_campaign,1,0,872
33,management,married,tertiary,no,584,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
56,blue-collar,married,primary,no,1214,no,yes,cellular,7,aug,1,0,no_prior_campaign,0,0,872
31,management,married,tertiary,no,676,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
41,self-employed,single,tertiary,no,0,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
57,retired,married,secondary,no,256,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
55,services,married,secondary,no,224,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,1,0,no_prior_campaign,0,0,872
43,management,married,tertiary,no,-334,yes,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
52,management,divorced,tertiary,no,-803,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
45,management,married,secondary,no,724,yes,yes,cellular,7,aug,1,0,no_prior_campaign,0,0,872
40,management,divorced,tertiary,no,1038,no,no,cellular,7,aug,5,0,no_prior_campaign,0,0,872
34,management,married,tertiary,no,2611,no,no,cellular,7,aug,8,0,no_prior_campaign,0,0,872
49,technician,divorced,secondary,no,790,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
36,technician,single,secondary,no,651,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
36,management,single,tertiary,no,0,yes,yes,cellular,7,aug,5,0,no_prior_campaign,0,0,872
33,technician,single,secondary,no,-479,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
31,blue-collar,married,primary,no,196,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,5,yes,no,unknown,7,aug,1,0,no_prior_campaign,0,0,872
35,management,married,tertiary,no,15298,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
44,management,married,tertiary,no,10950,yes,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,3,0,no_prior_campaign,1,0,872
56,retired,married,secondary,no,1956,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
32,technician,single,secondary,no,554,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
34,technician,single,secondary,no,0,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
59,services,married,primary,no,927,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,2813,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
50,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
33,management,single,tertiary,no,605,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
48,technician,married,secondary,no,127,no,yes,cellular,7,aug,5,0,no_prior_campaign,0,0,872
45,technician,married,secondary,no,760,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
31,management,married,secondary,no,55,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
45,services,married,secondary,no,1181,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
43,technician,married,tertiary,no,5145,no,no,cellular,7,aug,7,0,no_prior_campaign,0,0,872
32,services,married,secondary,no,3360,yes,yes,cellular,7,aug,5,0,no_prior_campaign,0,0,872
41,management,married,tertiary,no,3831,yes,no,cellular,7,aug,7,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,474,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
35,technician,married,secondary,no,374,yes,yes,telephone,7,aug,5,0,no_prior_campaign,0,0,872
59,retired,married,primary,no,6,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
53,management,married,tertiary,no,1945,no,no,telephone,7,aug,7,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,312,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
51,admin.,married,secondary,no,101,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
36,management,single,tertiary,no,227,no,yes,cellular,7,aug,4,0,no_prior_campaign,0,0,872
56,retired,married,primary,no,3149,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
54,services,married,primary,no,1059,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
42,technician,married,secondary,no,219,yes,yes,cellular,7,aug,3,0,no_prior_campaign,0,0,872
34,technician,single,secondary,no,649,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
45,blue-collar,married,primary,no,1192,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
30,technician,married,tertiary,no,0,no,no,cellular,7,aug,5,0,no_prior_campaign,0,0,872
46,services,married,secondary,no,678,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
47,blue-collar,married,primary,no,0,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
33,technician,single,secondary,no,5235,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
34,technician,married,secondary,no,7487,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
40,technician,married,tertiary,no,162,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
41,management,married,tertiary,no,768,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
54,management,married,tertiary,no,2819,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
38,technician,married,secondary,no,740,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
33,technician,married,secondary,no,2376,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
48,services,married,secondary,no,0,no,no,cellular,7,aug,5,0,no_prior_campaign,0,0,872
37,management,single,tertiary,no,171,yes,yes,cellular,7,aug,3,0,no_prior_campaign,0,0,872
50,blue-collar,married,primary,no,506,yes,no,telephone,7,aug,4,0,no_prior_campaign,0,0,872
33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,5,0,no_prior_campaign,1,0,872
51,housemaid,married,primary,no,1138,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
49,blue-collar,married,primary,no,2316,no,no,telephone,7,aug,4,0,no_prior_campaign,0,0,872
55,technician,married,tertiary,no,1097,yes,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
56,blue-collar,married,primary,no,0,no,no,cellular,7,aug,6,0,no_prior_campaign,0,0,872
56,retired,married,secondary,no,654,no,yes,cellular,7,aug,4,0,no_prior_campaign,0,0,872
34,management,married,tertiary,no,5334,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
37,management,single,tertiary,no,410,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
32,management,married,tertiary,no,183,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
33,technician,married,secondary,no,6419,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
30,technician,single,secondary,no,0,no,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
34,technician,married,tertiary,no,555,yes,no,cellular,7,aug,18,0,no_prior_campaign,0,0,872
43,management,married,tertiary,no,248,no,no,cellular,7,aug,4,0,no_prior_campaign,0,0,872
53,services,married,secondary,no,1713,yes,no,cellular,7,aug,3,0,no_prior_campaign,0,0,872
52,admin.,married,secondary,no,5122,no,yes,cellular,7,aug,7,0,no_prior_campaign,0,0,872
34,unemployed,married,tertiary,no,0,no,no,cellular,8,aug,6,0,no_prior_campaign,0,0,872
48,admin.,married,secondary,no,2,no,no,cellular,8,aug,6,0,no_prior_campaign,0,0,872
48,blue-collar,married,primary,no,174,yes,yes,cellular,8,aug,8,0,no_prior_campaign,0,0,872
52,technician,divorced,secondary,no,5102,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
37,technician,single,secondary,no,3,yes,no,cellular,8,aug,5,0,no_prior_campaign,0,0,872
47,self-employed,married,secondary,no,231,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
53,management,married,tertiary,no,2327,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,2126,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
32,technician,single,tertiary,no,449,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
31,entrepreneur,single,secondary,no,37,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
35,management,married,tertiary,no,-4,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
30,services,single,tertiary,no,1785,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,3,0,no_prior_campaign,1,0,872
47,management,married,secondary,no,7,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
44,technician,married,secondary,no,326,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
58,unknown,married,secondary,no,208,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
51,blue-collar,married,primary,no,507,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
31,management,single,tertiary,no,18,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
33,housemaid,married,primary,no,0,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
37,technician,single,secondary,no,980,no,no,cellular,8,aug,5,0,no_prior_campaign,1,0,872
58,management,married,tertiary,no,648,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
60,management,married,tertiary,no,73,no,no,telephone,8,aug,2,0,no_prior_campaign,1,0,872
45,management,married,tertiary,no,5450,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
44,unemployed,married,tertiary,no,178,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,162,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
52,blue-collar,married,secondary,no,409,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
41,technician,married,secondary,no,2123,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
52,blue-collar,married,secondary,no,900,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
34,technician,single,secondary,no,161,no,yes,cellular,8,aug,2,0,no_prior_campaign,0,0,872
55,retired,married,primary,no,2325,yes,yes,telephone,8,aug,7,0,no_prior_campaign,0,0,872
32,technician,married,secondary,no,9608,no,no,cellular,8,aug,4,0,no_prior_campaign,0,0,872
34,management,married,tertiary,yes,38,no,no,cellular,8,aug,11,0,no_prior_campaign,0,0,872
50,blue-collar,married,primary,no,-98,no,yes,cellular,8,aug,2,0,no_prior_campaign,0,0,872
45,blue-collar,married,secondary,no,162,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
31,management,single,tertiary,no,30,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
32,technician,married,secondary,no,3333,no,no,cellular,8,aug,4,0,no_prior_campaign,0,0,872
31,technician,married,secondary,no,659,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
57,services,married,primary,no,2893,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
53,services,married,tertiary,no,-3,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,0,no,no,cellular,8,aug,4,0,no_prior_campaign,0,0,872
56,management,divorced,tertiary,no,66721,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
31,blue-collar,married,secondary,no,379,no,no,cellular,8,aug,5,0,no_prior_campaign,0,0,872
31,management,single,tertiary,no,2978,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
51,blue-collar,married,primary,no,872,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
32,technician,single,tertiary,no,5204,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
41,technician,single,secondary,no,413,yes,yes,cellular,8,aug,2,0,no_prior_campaign,0,0,872
60,housemaid,married,secondary,no,1361,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
32,management,married,tertiary,no,1388,no,no,cellular,8,aug,6,0,no_prior_campaign,0,0,872
47,unemployed,married,secondary,no,1108,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
52,blue-collar,married,secondary,no,1493,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
38,unemployed,married,secondary,no,5177,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,2071,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
31,technician,single,tertiary,no,6,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
57,blue-collar,married,unknown,no,1463,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
60,retired,married,secondary,no,345,yes,yes,cellular,8,aug,6,0,no_prior_campaign,0,0,872
33,technician,married,secondary,no,-163,yes,yes,cellular,8,aug,2,0,no_prior_campaign,0,0,872
47,technician,divorced,secondary,no,84,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
34,management,married,tertiary,no,-218,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
50,blue-collar,married,primary,no,1064,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
34,technician,single,tertiary,no,370,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
33,technician,single,secondary,no,5833,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
48,entrepreneur,married,tertiary,no,0,no,yes,cellular,8,aug,9,0,no_prior_campaign,0,0,872
47,management,married,tertiary,no,902,no,no,cellular,8,aug,3,0,no_prior_campaign,0,0,872
37,technician,married,secondary,no,180,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
41,management,married,tertiary,no,881,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
36,management,divorced,tertiary,no,8119,no,yes,cellular,8,aug,2,0,no_prior_campaign,0,0,872
33,management,single,tertiary,no,1909,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
35,management,married,secondary,no,674,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
30,technician,single,tertiary,no,2427,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
31,entrepreneur,married,tertiary,no,1216,no,no,cellular,8,aug,4,0,no_prior_campaign,0,0,872
40,technician,married,secondary,no,581,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
37,technician,married,secondary,no,630,no,no,cellular,8,aug,6,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,530,yes,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
49,admin.,married,secondary,no,2116,no,no,cellular,8,aug,3,0,no_prior_campaign,0,0,872
52,management,married,tertiary,no,1209,no,no,cellular,8,aug,4,0,no_prior_campaign,0,0,872
31,technician,married,tertiary,no,1503,yes,yes,cellular,8,aug,2,0,no_prior_campaign,0,0,872
47,services,married,secondary,no,405,no,yes,cellular,8,aug,2,0,no_prior_campaign,1,0,872
50,services,married,primary,no,1903,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
30,technician,single,secondary,no,958,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,369,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
46,management,married,tertiary,no,1808,no,no,cellular,8,aug,2,0,no_prior_campaign,0,0,872
